,index,Original_term,term,component,n,E,P,A,E_std,P_std,A_std
1182,1183,disgrace,disgraces,behavior,12,-2.1,0.83,0.34,0.19,0.07,0.09
1183,1184,disgraced,disgraced,modifier,2,-2.59,-0.78,-0.45,0.22,0.12,0.12
1184,1185,disgust,disgusts,behavior,2,-2.27,0.87,0.67,0.21,0.08,0.09
1185,1186,disgusted,disgusted,modifier,19,-2.15,0.19,0.46,0.21,0.13,0.11
1186,1187,disheartened,disheartened,modifier,10,-2.42,-1.11,-1.66,0.21,0.16,0.15
1187,1188,dishonest,dishonest,modifier,10,-2.98,-0.28,-0.22,0.24,0.13,0.12
1188,1189,dishwasher,dishwasher,identity,11,0.79,-0.28,-0.26,0.19,0.13,0.09
1189,1190,disillusion,disillusions,behavior,12,-1.42,1.18,0.3,0.19,0.06,0.08
1190,1191,disinherit,disinherits,behavior,2,-1.96,1.35,0.55,0.21,0.08,0.09
1191,1192,dislike,dislikes,behavior,10,-0.93,0.54,-0.28,0.17,0.07,0.11
1192,1193,disloyal,disloyal,modifier,7,-2.96,0.09,0.17,0.26,0.13,0.11
1193,1194,dismay,dismays,behavior,7,-1.55,0.39,-0.13,0.17,0.08,0.1
1194,1195,dismayed,dismayed,modifier,8,-1.84,-0.62,-0.77,0.23,0.14,0.12
1195,1196,dismayed_overwhelmed,dismayed overwhelmed,modifier,2,-2.05,-0.64,-0.23,0.28,0.15,0.31
1196,1197,dismiss,dismisses,behavior,9,-1.26,1.26,0.24,0.18,0.07,0.09
1197,1198,dismissing_judges_arbitrarily,dismisses judges arbitrarily,behavior,1,-1.7,1.16,0.26,0.16,0.06,0.09
1198,1199,disobedient,disobedient,modifier,9,-1.93,0.13,1.21,0.19,0.12,0.13
1199,1200,disobey,disobeys,behavior,19,-1.69,0.31,-0.02,0.17,0.08,0.1
1200,1201,disparage,disparages,behavior,14,-1.97,0.51,0.31,0.2,0.07,0.09
1201,1202,dispatch_something_to,dispatches something to,behavior,1,-0.39,1.36,0.77,0.2,0.08,0.12
1202,1203,display_intentions_to,displays intentions to,behavior,1,1.01,1.01,0.26,0.15,0.08,0.1
1203,1204,displease,displeases,behavior,11,-1.59,0.17,0.1,0.17,0.08,0.1
1204,1205,displeased,displeased,modifier,16,-1.88,-0.41,-0.64,0.19,0.12,0.11
1205,1206,dispossess,dispossesses,behavior,1,-1.78,1.38,0.33,0.23,0.1,0.1
1206,1207,dispute,disputes,behavior,8,-0.22,1.35,1.39,0.19,0.08,0.1
1207,1208,disqualify,disqualifies,behavior,7,-0.9,1.55,0.71,0.2,0.08,0.08
1208,1209,disregard,disregards,behavior,8,-1.48,0.21,-0.79,0.18,0.1,0.15
1209,1210,disregard,disregard,identity,6,-0.93,0.38,-0.19,0.22,0.15,0.13
1210,1211,disreputable,disreputable,modifier,11,-2.03,-0.78,0.76,0.21,0.14,0.13
1211,1212,disrespect,disrespects,behavior,10,-2.73,0.37,0.96,0.22,0.08,0.09
1212,1213,disrespectful,disrespectful,modifier,9,-2.81,-0.8,1.01,0.23,0.14,0.13
1213,1214,disrobe,disrobes,behavior,4,-1.41,0.6,0.16,0.18,0.07,0.1
1214,1215,dissatisfied,dissatisfied,modifier,19,-1.61,-0.29,-0.5,0.23,0.15,0.14
1215,1216,dissuade,dissuades,behavior,14,-0.03,1.5,0.45,0.17,0.06,0.08
1216,1217,distance_oneself_from,distances oneself from,behavior,1,-0.12,0.9,-0.68,0.17,0.08,0.12
1217,1218,distant,distant,modifier,7,-1.12,-0.21,-1.95,0.19,0.13,0.16
1218,1219,distinguished_person,distinguished person,identity,1,1.34,1.28,0.33,0.16,0.19,0.1
1219,1220,distract,distracts,behavior,13,-0.52,1.18,1.23,0.18,0.07,0.08
1220,1221,distress,distresses,behavior,9,-1.76,0.91,0.85,0.18,0.07,0.09
1221,1222,distressed,distressed,modifier,15,-2.52,-1.1,0.57,0.23,0.15,0.14
1222,1223,district_attorney,district attorney,identity,10,0.24,1.92,1.08,0.17,0.17,0.11
1223,1224,distrust,distrusts,behavior,11,-1.2,0.9,-0.75,0.24,0.08,0.12
1224,1225,distrustful,distrustful,modifier,7,-2.16,-0.49,-0.45,0.2,0.12,0.12
1225,1226,disturb,disturbs,behavior,14,-1.97,1.08,1.43,0.2,0.07,0.09
1226,1227,disturbed,disturbed,modifier,9,-2.29,-0.5,0.19,0.22,0.14,0.13
1227,1228,diva,diva,identity,1,0.27,0.38,1.27,0.24,0.16,0.19
1228,1229,divert,diverts,behavior,3,-1.4,0.96,0.18,0.2,0.07,0.1
1229,1230,division_chief,division chief,identity,1,0.94,2.27,1.04,0.15,0.14,0.1
1230,1231,divorc,divorc,identity,2,-1.21,-0.14,0.36,0.32,0.22,0.12
1231,1232,divorce,divorces,behavior,18,-1.58,1.29,0.09,0.2,0.07,0.1
1232,1233,divorce,divorce,identity,2,-1.29,0.91,0.54,0.18,0.13,0.1
1233,1234,divorce,divorce,identity,6,-1.3,0.92,0.55,0.19,0.13,0.09
1234,1235,divorce_lawyer,divorce lawyer,identity,12,-0.29,1.95,0.86,0.15,0.13,0.13
1235,1236,divorced,divorced,modifier,11,-1.9,-0.13,-0.68,0.27,0.16,0.15
1236,1237,divorcee,divorcee,identity,8,-0.89,0.02,0.13,0.16,0.12,0.12
1237,1238,divorcee_female,divorcee female,identity,1,0.02,0.25,0.44,0.32,0.16,0.1
1238,1239,divorcee_gender_neutral,divorcee gender neutral,identity,7,-0.98,-0.09,0.08,0.18,0.12,0.1
1239,1240,divorcee_male,divorcee male,identity,1,-0.27,0.62,0.59,0.21,0.21,0.1
1240,1241,do_gooder,do gooder,identity,1,-0.09,-0.58,-0.03,0.2,0.2,0.13
1241,1242,do_nothing,do nothing,identity,14,-1.71,-2.35,-1.83,0.21,0.26,0.24
1242,1243,doctor,doctor,identity,16,2.68,2.87,0.36,0.17,0.2,0.13
1243,1244,doctor_famous,doctor famous,identity,1,2.69,2.83,0.44,0.2,0.22,0.12
1244,1245,doctor_ph.d.,doctor ph.d.,identity,2,2.49,2.57,0.27,0.2,0.38,0.12
1245,1246,doctors_assistant,doctors assistant,identity,2,2.18,1.52,-0.07,0.26,0.37,0.1
1246,1247,dog,dogs,behavior,3,-1.53,0.31,0.5,0.22,0.1,0.12
1247,1248,dogmatic,dogmatic,modifier,16,0.03,0.33,0.52,0.22,0.13,0.13
1248,1249,doing_laundry,doing laundry,behavior,1,-0.02,0.87,0.76,0.38,0.15,0.14
1249,1250,doll,doll,identity,12,0.99,-1.37,-1.64,0.18,0.19,0.2
1250,1251,dolt,dolt,identity,11,-0.91,-1.57,-0.91,0.16,0.19,0.13
1251,1252,dominant,dominant,modifier,10,0.99,2.57,1.71,0.23,0.15,0.14
1252,1253,dominate,dominates,behavior,11,-1.08,2.38,1.7,0.25,0.12,0.1
1253,1254,domineering,domineering,modifier,16,-1.09,1.9,1.44,0.28,0.16,0.13
1254,1255,doorkeeper,doorkeeper,identity,3,1.01,0.2,-0.34,0.15,0.12,0.11
1255,1256,doorman,doorman,identity,3,0.99,0.39,0.29,0.12,0.12,0.1
1256,1257,dope,dopes,behavior,3,-2.03,0.5,1.1,0.2,0.09,0.12
1257,1258,dope,dope,identity,9,-1.34,-1.4,0.38,0.18,0.2,0.15
1258,1259,dotard,dotard,identity,1,-0.88,-0.53,-0.15,0.17,0.13,0.11
1259,1260,dote_on,dotes on,behavior,13,0.6,0.94,-0.47,0.18,0.09,0.11
1260,1261,double_cross,double crosses,behavior,9,-2.19,0.98,0.85,0.22,0.08,0.12
1261,1262,doubt,doubts,behavior,14,-1.25,0.53,-0.34,0.18,0.08,0.12
1262,1263,doubtful,doubtful,modifier,10,-1.18,-0.93,-1.28,0.19,0.15,0.13
1263,1264,downhearted,downhearted,modifier,14,-1.94,-0.93,-1.73,0.19,0.15,0.15
1264,1265,draftsman,draftsman,identity,1,1.02,0.33,-0.18,0.12,0.14,0.11
1265,1266,drag_queen,drag queen,identity,7,0.3,0.45,1.9,0.13,0.11,0.13
1266,1267,dragon_mythical,dragon mythical,identity,1,-0.26,1.14,0.29,0.32,0.2,0.13
1267,1268,draw_near_to,draws near to,behavior,13,1.47,1.15,-0.11,0.16,0.07,0.11
1268,1269,dress,dresses,behavior,17,1.16,1.31,0.11,0.19,0.1,0.11
1269,1270,dress_down,dresses down,behavior,1,-0.18,1.28,-0.14,0.3,0.09,0.12
1270,1271,dressmaker,dressmaker,identity,3,1.11,0.65,0.33,0.13,0.11,0.11
1271,1272,drink_to,drinks to,behavior,7,1.27,1.02,1.6,0.22,0.1,0.12
1272,1273,drink_with,drinks with,behavior,10,0.97,0.79,1.18,0.21,0.08,0.1
1273,1274,drinker,drinker,identity,2,-1.2,-0.69,0.13,0.22,0.18,0.17
1274,1275,drip,drip,identity,3,-0.94,-1.65,-0.26,0.25,0.22,0.15
1275,1276,drive_out,drives out,behavior,7,-1.21,1.39,1.02,0.23,0.07,0.1
1276,1277,driver,driver,identity,2,1.24,1.75,1.48,0.23,0.16,0.12
1277,1278,driving_children_places,driving children places,behavior,1,0.03,1.43,0.56,0.2,0.09,0.15
1278,1279,driving_instructor,driving instructor,identity,1,1.6,1.76,1,0.13,0.13,0.16
1279,1280,drone_on_at,drones on at,behavior,11,-1.86,-0.25,-0.15,0.19,0.13,0.15
1280,1281,dropout,dropout,identity,16,-1.93,-2.24,-0.49,0.19,0.22,0.15
1281,1282,drowsy,drowsy,modifier,10,-1.62,-1.17,-2.26,0.2,0.16,0.18
1282,1283,drudge,drudge,identity,4,-1.25,-0.91,-0.47,0.17,0.15,0.13
1283,1284,drug,drugs,behavior,12,-2.69,1,-0.59,0.27,0.09,0.15
1284,1285,drug_addict,drug addict,identity,15,-2.47,-2.25,0.05,0.23,0.23,0.11
1285,1286,drug_addict_female,drug addict female,identity,1,-1.06,-1.25,0.35,0.43,0.55,0.14
1286,1287,drug_dealer,drug dealer,identity,7,-2.13,1.15,-0.57,0.24,0.17,0.17
1287,1288,drug_user,drug user,identity,1,-3.05,-0.89,-0.15,0.26,0.19,0.14
1288,1289,druggist,druggist,identity,1,-0.78,0.8,-0.34,0.23,0.15,0.16
1289,1290,druid_mythical,druid mythical,identity,1,-0.16,0.26,-0.4,0.23,0.17,0.16
1290,1291,drunk,drunk,identity,16,-1.57,-1.58,1.59,0.19,0.19,0.16
1291,1292,drunkard,drunkard,identity,13,-2.07,-1.79,0.68,0.19,0.21,0.11
1292,1293,drunken,drunken,modifier,11,-1.74,-1.04,1.38,0.26,0.19,0.19
1293,1294,drying_dishes,dries dishes,behavior,1,-0.07,0.78,-0.22,0.19,0.1,0.11
1294,1295,duchess,duchess,identity,1,1.01,1.34,0.32,0.15,0.16,0.1
1295,1296,dude,dude,identity,1,-0.36,-0.28,1.16,0.17,0.2,0.12
1296,1297,duel_with,duels with,behavior,1,-0.3,1.2,1.96,0.2,0.09,0.11
1297,1298,duke,duke,identity,1,0.8,2.12,0.76,0.13,0.15,0.14
1298,1299,dukhobor,dukhobor,identity,2,-0.76,0.09,-0.18,0.18,0.13,0.13
1299,1300,dull,dull,modifier,11,-2.02,-1.86,-2.44,0.19,0.2,0.23
1300,1301,dullard,dullard,identity,4,-1.41,-1.62,-0.92,0.22,0.21,0.16
1301,1302,dumb,dumb,modifier,7,-2.07,-2.1,-1.32,0.19,0.19,0.16
1302,1303,dumbbell,dumbbell,identity,3,-0.93,-1.62,-0.43,0.18,0.17,0.16
1303,1304,dumbfounded,dumbfounded,modifier,2,-1.99,-1.45,-0.51,0.19,0.19,0.16
1304,1305,dummy,dummy,identity,15,-1.24,-2.13,-1.42,0.19,0.26,0.21
1305,1306,dunce,dunce,identity,9,-1.75,-2.23,-0.92,0.21,0.24,0.17
1306,1307,dupe,dupes,behavior,9,-1.9,0.81,0.28,0.19,0.07,0.1
1307,1308,dutchman,dutchman,identity,2,0.43,0.05,-0.09,0.13,0.12,0.09
1308,1309,dutiful,dutiful,modifier,8,2.09,1.39,-0.19,0.2,0.14,0.13
1309,1310,dutiful_daughter,dutiful daughter,identity,1,1.95,0.91,1,0.12,0.13,0.08
1310,1311,dutiful_son,dutiful son,identity,1,1.71,1.15,0.88,0.12,0.13,0.08
1311,1312,dwarf,dwarf,identity,2,0.05,-0.9,-0.91,0.16,0.2,0.14
1312,1313,dyke,dyke,identity,1,-1.23,-0.35,0.1,0.2,0.17,0.18
1313,1314,eager,eager,modifier,11,1.49,0.95,1.73,0.2,0.14,0.16
1314,1315,earl,earl,identity,1,0.19,1.33,0.29,0.13,0.19,0.15
1315,1316,earnest,earnest,modifier,15,2.27,1.48,-0.31,0.22,0.14,0.14
1316,1317,earthy,earthy,modifier,3,0.61,0.34,-0.06,0.22,0.16,0.14
1317,1318,easily_hurt,easily hurt,modifier,1,-0.86,0.37,-0.49,0.58,0.17,0.17
1318,1319,east_indian,east indian,identity,2,0.25,-0.53,-0.21,0.14,0.13,0.1
1319,1320,eastern_canadian,eastern canadian,identity,2,0.64,0.22,0.49,0.14,0.12,0.09
1320,1321,easy_mark,easy mark,identity,3,0.23,-0.34,-0.58,0.17,0.19,0.12
1321,1322,easygoing,easygoing,modifier,17,2.03,0.93,-0.35,0.25,0.15,0.15
1322,1323,eat_with,eats with,behavior,10,2.64,1.29,0.97,0.28,0.09,0.1
1323,1324,eater_disor,eater disor,identity,1,-0.25,-0.51,0.53,0.28,0.17,0.12
1324,1325,eccentric,eccentric,modifier,10,-0.11,-0.12,0.38,0.21,0.15,0.14
1325,1326,economist,economist,identity,7,1.37,1.52,0.28,0.15,0.12,0.11
1326,1327,ecstatic,ecstatic,modifier,15,2.73,2.19,2.05,0.28,0.14,0.18
1327,1328,editor,editor,identity,8,1.09,1.71,0.26,0.12,0.14,0.11
1328,1329,educate,educates,behavior,17,3.25,3.04,0.21,0.28,0.16,0.1
1329,1330,educated,educated,modifier,10,3.46,3.16,0.36,0.26,0.2,0.13
1330,1331,education_administrator,education administrator,identity,6,1.41,1.99,0.52,0.11,0.14,0.1
1331,1332,educational_staffer,educational staffer,identity,1,1.48,1.19,0.61,0.15,0.14,0.1
1332,1333,educator,educator,identity,8,2.48,2.42,0.21,0.17,0.17,0.11
1333,1334,effective,effective,modifier,7,2.81,2.79,0.72,0.25,0.18,0.13
1334,1335,efficient,efficient,modifier,11,2.71,2.78,1.4,0.24,0.18,0.15
1335,1336,egghead,egghead,identity,10,-1.4,-1.52,-0.29,0.22,0.19,0.13
1336,1337,egoist,egoist,identity,1,-2.05,0.44,0.67,0.22,0.15,0.14
1337,1338,egoistic,egoistic,modifier,6,-2.07,0.15,1.33,0.22,0.12,0.12
1338,1339,egotistical,egotistical,modifier,16,-2.05,-0.22,1.27,0.21,0.14,0.14
1339,1340,eject,ejects,behavior,1,-1.54,1.47,0.57,0.18,0.08,0.09
1340,1341,elated,elated,modifier,18,2.85,2.08,1.36,0.25,0.13,0.14
1341,1342,elbow,elbows,behavior,11,-1.3,0.54,0.9,0.2,0.08,0.1
1342,1343,elder,elder,identity,5,1.85,2.07,0.23,0.14,0.18,0.12
1343,1344,elder_brother,elder brother,identity,1,1.92,1.58,0.85,0.15,0.16,0.11
1344,1345,elder_sister,elder sister,identity,1,1.97,1.36,0.66,0.14,0.17,0.1
1345,1346,elderly,elderly,modifier,6,0.57,-0.54,-1.97,0.2,0.17,0.17
1346,1347,elderly_man,elderly man,identity,2,1.12,-0.63,-1.16,0.17,0.22,0.2
1347,1348,elderly_woman,elderly woman,identity,1,1.41,-0.52,-0.84,0.19,0.23,0.22
1348,1349,elect,elects,behavior,5,1.84,2.69,1.61,0.23,0.15,0.11
1349,1350,electorate,electorate,identity,1,0.64,0.98,0.52,0.2,0.13,0.13
1350,1351,electrical_engineer,electrical engineer,identity,8,1.55,1.43,0.21,0.14,0.12,0.1
1351,1352,electrical_linesman,electrical linesman,identity,7,0.96,0.48,0.24,0.12,0.11,0.09
1352,1353,electrician,electrician,identity,13,1.25,0.36,-0.22,0.13,0.14,0.1
1353,1354,elegant,elegant,modifier,7,2.28,1.62,-0.61,0.21,0.14,0.13
1354,1355,elementary_school_pupil,elementary school pupil,identity,1,1.27,-0.93,1.65,0.17,0.17,0.14
1355,1356,elementary_school_student,elementary school student,identity,7,1.25,-0.83,2,0.15,0.17,0.14
1356,1357,elementary_school_teacher,elementary school teacher,identity,11,1.85,0.39,1.52,0.21,0.29,0.14
1357,1358,elf,elf,identity,2,0.1,-0.77,-0.61,0.24,0.16,0.12
1358,1359,elf_mythical,elf mythical,identity,1,0.06,-0.75,-0.49,0.21,0.19,0.15
1359,1360,elite_person,elite person,identity,1,1.29,1.55,0.61,0.14,0.18,0.09
1360,1361,elitist,elitist,identity,1,-1.7,-0.16,0.29,0.18,0.14,0.09
1361,1362,elude,eludes,behavior,11,-0.25,0.38,-0.62,0.15,0.1,0.13
1362,1363,email,emails,behavior,1,0.52,1.01,0.63,0.19,0.07,0.1
1363,1364,embalmer,embalmer,identity,3,0.69,0.08,-0.58,0.15,0.13,0.13
1364,1365,embargoing_goods,embargoing goods,behavior,1,-0.79,0.87,0.71,0.25,0.1,0.11
1365,1366,embarrass,embarrasses,behavior,14,-2.21,0.99,1.35,0.2,0.07,0.09
1366,1367,embarrassed,embarrassed,modifier,17,-1.89,-1.29,-0.62,0.19,0.15,0.12
1367,1368,embezzle_from,embezzles from,behavior,7,-2.54,0.81,-0.45,0.22,0.08,0.13
1368,1369,embittered,embittered,modifier,7,-1.61,-1.09,-0.85,0.17,0.13,0.12
1369,1370,embrace,embraces,behavior,17,3.11,2.48,-0.6,0.24,0.11,0.13
1370,1371,embroiderer,embroiderer,identity,1,0.63,-0.03,-0.32,0.14,0.13,0.11
1371,1372,emigrant,emigrant,identity,2,0.61,-0.13,0.43,0.15,0.14,0.12
1372,1373,emotional,emotional,modifier,14,0.1,0.14,0.25,0.28,0.18,0.14
1373,1374,empathetic,empathetic,modifier,6,2.28,1.71,-1.04,0.21,0.12,0.15
1374,1375,empathetic_sympathetic,empathetic sympathetic,modifier,2,2.56,1.87,-1.16,0.18,0.13,0.14
1375,1376,empathic,empathic,modifier,1,1.07,1.13,0.08,0.25,0.16,0.12
1376,1377,emperor,emperor,identity,1,0.62,2.63,0.43,0.17,0.18,0.17
1377,1378,employ,employs,behavior,15,0.36,1.49,0.27,0.22,0.12,0.1
1378,1379,employed,employed,modifier,10,2.89,2.37,0.7,0.23,0.17,0.13
1379,1380,employee,employee,identity,18,1.01,-0.4,0.29,0.13,0.16,0.09
1380,1381,employer,employer,identity,18,1.6,2.48,0.74,0.14,0.15,0.09
1381,1382,empty,empty,modifier,12,-2.98,-1.85,-2.46,0.25,0.21,0.23
1382,1383,empty_headed,empty headed,modifier,1,-2.8,-1.83,-2.43,0.25,0.19,0.24
1383,1384,emulate,emulates,behavior,15,0.85,0.67,0.03,0.15,0.08,0.09
1384,1385,enchant,enchants,behavior,8,1.36,1.87,-0.13,0.17,0.08,0.1
1385,1386,encourage,encourages,behavior,19,3.08,2.71,0.98,0.27,0.13,0.1
1386,1387,encouraging_guerrilla_activity,encourages guerrilla activity,behavior,1,3.03,2.67,1.19,0.22,0.11,0.1
1387,1388,end_football,end football,identity,2,0.44,1.13,1.14,0.21,0.2,0.22
1388,1389,end_football_player,end football player,identity,1,0.66,1.17,1.28,0.15,0.15,0.17
1389,1390,endanger,endangers,behavior,11,-2.83,1.18,1.09,0.24,0.07,0.1
1390,1391,ending_hunger_strikes,ends hunger strikes,behavior,1,-1.4,1.71,0.84,0.23,0.09,0.11
1391,1392,endorse,endorses,behavior,7,0.87,1.45,0.62,0.18,0.08,0.09
1392,1393,endure,endures,behavior,9,0.83,0.81,-1.14,0.18,0.1,0.15
1393,1394,enemy,enemy,identity,17,-2.64,0.88,0.99,0.28,0.17,0.11
1394,1395,energetic,energetic,modifier,11,2.64,2.41,2.51,0.27,0.17,0.23
1395,1396,engage,engages,behavior,10,1.88,2.01,1.1,0.2,0.09,0.1
1396,1397,engineer,engineer,identity,14,1.72,1.88,0.26,0.12,0.16,0.1
1397,1398,english_canadian,english canadian,identity,2,0.95,0.32,0.57,0.16,0.16,0.08
1398,1399,englishman,englishman,identity,1,0.68,0.29,0.37,0.13,0.15,0.08
1399,1400,enjoy,enjoys,behavior,12,2.87,1.9,0.44,0.24,0.09,0.09
1400,1401,enrage,enrages,behavior,13,-1.91,1.69,1.96,0.25,0.08,0.11
1401,1402,enraged,enraged,modifier,11,-2,1.12,2.54,0.29,0.15,0.2
1402,1403,enraged_replication,enraged replication,modifier,2,-1.94,1.18,2.73,0.25,0.13,0.18
1403,1404,enrapture,enraptures,behavior,11,0.29,1.91,0.49,0.2,0.09,0.1
1404,1405,enslave,enslaves,behavior,10,-3.19,2.11,1.32,0.34,0.12,0.1
1405,1406,ensnare,ensnares,behavior,12,-1.36,1.25,0.32,0.2,0.07,0.09
1406,1407,enterprising,enterprising,modifier,7,1.5,1.69,1.02,0.21,0.13,0.11
1407,1408,entertain,entertains,behavior,19,2.07,1.72,1.83,0.24,0.09,0.11
1408,1409,entertainer,entertainer,identity,1,1.51,0.8,1.99,0.15,0.17,0.15
1409,1410,enthrall,enthralls,behavior,9,1.78,2.15,1.42,0.23,0.11,0.11
1410,1411,enthralled,enthralled,modifier,7,2.03,1.55,1.43,0.22,0.14,0.15
1411,1412,enthusiastic,enthusiastic,modifier,16,2.75,2.31,2.22,0.27,0.17,0.17
1412,1413,entice,entices,behavior,10,0.37,1.65,0.08,0.15,0.08,0.09
1413,1414,entrap,entraps,behavior,9,-1.74,0.98,0.35,0.19,0.08,0.1
1414,1415,entreat,entreats,behavior,12,0.96,0.8,-0.13,0.17,0.07,0.09
1415,1416,entrepreneur,entrepreneur,identity,16,1.18,1.88,1.14,0.15,0.13,0.11
1416,1417,entrust,entrusts,behavior,7,2.5,2.25,-0.59,0.2,0.09,0.12
1417,1418,entrust_decision_to,entrusts decision to,behavior,1,2.7,2.27,-0.64,0.24,0.1,0.13
1418,1419,entrusting,entrusting,modifier,7,1.73,1.62,-0.49,0.2,0.13,0.12
1419,1420,envious,envious,modifier,19,-1.08,-0.3,0,0.27,0.14,0.11
1420,1421,envious2,envious2,modifier,1,-0.91,-0.06,0.1,0.27,0.17,0.17
1421,1422,environmentalist,environmentalist,identity,8,1.17,1.08,0.56,0.15,0.12,0.1
1422,1423,envoy,envoy,identity,1,1.11,1.68,0.34,0.14,0.14,0.11
1423,1424,envy,envies,behavior,12,-0.04,0.86,-0.07,0.27,0.1,0.11
1424,1425,epicure,epicure,identity,1,-0.18,0,0,0.23,0.19,0.11
1425,1426,erratic,erratic,modifier,7,-1.87,-0.87,1.15,0.21,0.17,0.16
1426,1427,escape,escapes,behavior,17,1.34,1.49,0.29,0.2,0.08,0.1
1427,1428,escape_from,escapes from,behavior,1,1.38,1.24,-0.15,0.18,0.11,0.12
1428,1429,escort,escorts,behavior,9,1.59,1.15,0.09,0.18,0.09,0.11
1429,1430,escort,escort,identity,1,1.08,0.77,0.64,0.15,0.15,0.1
1430,1431,eskimo,eskimo,identity,2,0.18,-0.45,0.61,0.16,0.13,0.13
1431,1432,esteem,esteems,behavior,13,2.23,1.93,0.55,0.19,0.09,0.09
1432,1433,esteemed,esteemed,modifier,8,2.33,2.13,0.02,0.22,0.15,0.11
1433,1434,estonian,estonian,identity,2,0.2,-0.02,0.2,0.16,0.12,0.08
1434,1435,euphoric,euphoric,modifier,10,1.69,1.13,1.15,0.26,0.16,0.15
1435,1436,evade,evades,behavior,10,-0.71,-0.08,-0.37,0.15,0.12,0.13
1436,1437,evaluate,evaluates,behavior,12,0.71,1.5,-0.53,0.18,0.09,0.12
1437,1438,evangelical_christian,evangelical christian,identity,6,0.69,0.52,0.96,0.15,0.11,0.09
1438,1439,evangelist,evangelist,identity,15,0.79,1.02,1.24,0.17,0.13,0.14
1439,1440,evict,evicts,behavior,11,-1.21,1.89,0.69,0.2,0.08,0.08
1440,1441,evicting_citizens_arbitrarily,evicting citizens arbitrarily,behavior,1,-1.68,1.35,0.91,0.19,0.08,0.09
1441,1442,evil,evil,modifier,12,-2.96,0.88,0.67,0.26,0.15,0.14
1442,1443,evildoer,evildoer,identity,9,-3.17,1.26,0.81,0.29,0.19,0.11
1443,1444,ex_boyfriend,ex boyfriend,identity,13,-1.06,-0.49,0.51,0.18,0.13,0.1
1444,1445,ex_convict,ex convict,identity,7,-1.24,-1.01,0.31,0.21,0.16,0.09
1445,1446,ex_girlfriend,ex girlfriend,identity,11,-0.94,-0.25,0.87,0.17,0.11,0.1
1446,1447,ex_husband,ex husband,identity,12,-1.26,-0.08,0.71,0.23,0.12,0.1
1447,1448,ex_wife,ex wife,identity,12,-1.47,0.11,1,0.19,0.14,0.1
1448,1449,exalt,exalts,behavior,15,0.91,1.24,1.05,0.17,0.07,0.09
1449,1450,examine,examines,behavior,16,0.89,1.09,-1.09,0.17,0.08,0.15
1450,1451,examine_test,examines,behavior,2,0.89,1.09,-1.11,0.18,0.08,0.16
1451,1452,exasperated,exasperated,modifier,10,-2.11,-1.28,-0.15,0.22,0.16,0.14
1452,1453,excitable,excitable,modifier,8,1.29,1.11,2.21,0.24,0.13,0.18
1453,1454,excite,excites,behavior,15,1.97,2.08,2.2,0.24,0.1,0.15
1454,1455,excited,excited,modifier,19,2.78,2.08,2.17,0.27,0.14,0.17
1455,1456,exclude,excludes,behavior,13,-1.97,0.56,-0.41,0.19,0.08,0.11
1456,1457,excuse,excuses,behavior,18,-0.07,0.79,0.06,0.17,0.09,0.11
1457,1458,execute,executes,behavior,15,-1.88,2.53,0.93,0.31,0.13,0.1
1458,1459,executioner,executioner,identity,14,-1.48,2.35,0.09,0.24,0.21,0.16
1459,1460,executive,executive,identity,19,0.85,2.67,1.47,0.13,0.17,0.11
1460,1461,executive_vice_president,executive vice president,identity,2,0.8,2.29,1.3,0.14,0.15,0.08
1461,1462,exhaust,exhausts,behavior,9,-2.15,1.16,0.33,0.23,0.08,0.12
1462,1463,exhausted,exhausted,modifier,2,-2.25,-1.35,-1.72,0.25,0.19,0.19
1463,1464,exhibit,exhibits,behavior,9,-0.39,0.58,0.44,0.17,0.08,0.09
1464,1465,exile,exiles,behavior,7,-1.57,1.99,0.5,0.25,0.11,0.1
1465,1466,exile,exile,identity,1,-0.55,-0.2,-0.74,0.21,0.17,0.12
1466,1467,exonerate,exonerates,behavior,17,0.99,2.2,0.51,0.21,0.09,0.08
1467,1468,exorcise,exorcises,behavior,7,-0.61,1.48,1.68,0.17,0.08,0.09
1468,1469,exorcist,exorcist,identity,2,-0.31,1.62,0,0.2,0.16,0.17
1469,1470,expect_something_from,expects something from,behavior,2,-0.11,0.32,-0.59,0.18,0.09,0.13
1470,1471,expectant_mother,expectant mother,identity,2,2.67,2.34,0.58,0.16,0.15,0.09
1471,1472,expel,expels,behavior,8,-1.39,1.74,0.66,0.22,0.08,0.09
1472,1473,expelling_military_advisors,expelling military advisors,behavior,1,-1.29,1.21,0.73,0.29,0.1,0.09
1473,1474,experience,experiences,behavior,9,2.14,1.8,0.03,0.22,0.09,0.11
1474,1475,experienced,experienced,modifier,13,2.95,2.73,0.64,0.23,0.17,0.11
1475,1476,expert,expert,identity,14,1.92,2.74,0.56,0.14,0.18,0.12
1476,1477,explain,explains,behavior,4,2.02,1.81,0.05,0.18,0.09,0.09
1477,1478,explain_something_to,explains something to,behavior,15,2.45,2.12,0.04,0.18,0.09,0.09
1478,1479,exploit,exploits,behavior,17,-2.38,1.46,0.74,0.25,0.08,0.11
1479,1480,exploiter,exploiter,identity,1,-2.24,0.71,0.36,0.25,0.17,0.11
1480,1481,expose,exposes,behavior,11,-0.69,1.7,0.55,0.22,0.07,0.09
